id,location_clean,title_cat_ChatGPT,seniority_level_5,days_online_grouped,job_type,tech_stack
1338,Fürth,Data Scientist,Associate/Mid-Level,0-7,Permanent,-
1340,Frankfurt,Data Scientist,Senior,0-7,Permanent,-
1343,Ettlingen,Data Scientist,Associate/Mid-Level,8-14,Permanent,-
1344,Berlin,Data Scientist,Associate/Mid-Level,8-14,Permanent,-
1345,München,Other,Associate/Mid-Level,0-7,Permanent,-
1347,Coesfeld-Lette,Other,Associate/Mid-Level,8-14,Permanent,-
1348,Rosenheim,Data Scientist,Entry level,8-14,Permanent,-
1350,Berlin,Data Scientist,Entry level,8-14,Permanent,-
1351,Berlin,Other,Associate/Mid-Level,0-7,Permanent,-
1353,Stuttgart,Other,Associate/Mid-Level,15-21,Permanent,-
1354,Frankfurt am Main,Other,Associate/Mid-Level,0-7,Permanent,-
1357,Luxembourg,Other,Senior,0-7,Permanent,-
1358,Frankfurt am Main,Other,Associate/Mid-Level,0-7,Permanent,-
1359,München,AI Engineer,Associate/Mid-Level,8-14,Permanent,-
1361,Coesfeld-Lette,Other,Associate/Mid-Level,8-14,Permanent,-
1364,Ahrensburg,Other,Associate/Mid-Level,8-14,Permanent,-
1365,Dortmund,Other,Associate/Mid-Level,8-14,Permanent,-
1367,Karlsruhe,Other,Associate/Mid-Level,15-21,Permanent,-
1368,Hamburg,Other,Associate/Mid-Level,8-14,Permanent,-
1369,Berlin,Machine Learning Engineer,Entry level,8-14,Permanent,-
1370,Frankfurt am Main,Other,Senior,15-21,Permanent,-
1372,Düsseldorf,Other,Associate/Mid-Level,8-14,Permanent,-
1373,Hamburg,Data Analyst,Associate/Mid-Level,0-7,Permanent,-
1374,München,Other,Associate/Mid-Level,0-7,Permanent,-
1375,Köln,Data Engineer,Associate/Mid-Level,0-7,Permanent,-
1377,Hannover,AI Engineer,Associate/Mid-Level,0-7,Permanent,-
1379,Berlin,Business Intelligence (BI),Entry level,8-14,Permanent,-
1380,Bonn,Other,Associate/Mid-Level,0-7,Permanent,-
1381,Berlin,Other,Entry level,8-14,Permanent,-
1382,St. Leon-Rot,Data Scientist,Senior,0-7,Permanent,-
1383,Berlin,Machine Learning Engineer,Senior,0-7,Permanent,-
1385,Köln,Other,Associate/Mid-Level,15-21,Permanent,-
1386,München,Data Scientist,Senior,0-7,Permanent,-
1388,Hamburg,Data Consultant,Associate/Mid-Level,15-21,Permanent,-
1389,Mülheim an der Ruhr,Data Engineer,Senior,8-14,Permanent,-
1391,Frankfurt,Data Scientist,Senior,8-14,Permanent,-
1393,Mülheim an der Ruhr,Data Analyst,Senior,8-14,Permanent,-
1395,Hamburg,Data Analyst,Senior,0-7,Permanent,-
1396,Ludwigshafen,Other,Senior,8-14,Permanent,-
1397,Ludwigshafen,Data Scientist,Senior,8-14,Permanent,-
1398,Mannheim,Data Scientist,Director,8-14,Permanent,-
1399,Berlin,Data Engineer,Senior,0-7,Permanent,-
1400,Hannover,Other,Associate/Mid-Level,15-21,Permanent,-
1401,Koblenz,Other,Senior,0-7,Permanent,-
1402,Berlin,Data Consultant,Senior,15-21,Permanent,-
1403,Freiburg im Breisgau,Other,Associate/Mid-Level,8-14,Permanent,-
1405,Hamburg,Other,Associate/Mid-Level,8-14,Permanent,-
1406,Aachen,Other,Associate/Mid-Level,0-7,Permanent,-
1407,Aachen,Other,Associate/Mid-Level,8-14,Permanent,-
1408,Tettnang,Other,Associate/Mid-Level,0-7,Permanent,-
1409,Wolfsburg,AI Engineer,Director,15-21,Permanent,-
1410,Bielefeld,AI Engineer,Associate/Mid-Level,0-7,Permanent,-
1411,München,Other,Senior,0-7,Permanent,-
1412,Berlin,AI Engineer,Associate/Mid-Level,0-7,Permanent,-
1413,München,Other,Director,0-7,Permanent,-
1414,München,AI/ML Specialist,Senior,8-14,Permanent,-
1416,Berlin,Other,Postdoc,0-7,Permanent,-
1422,Erlangen,Other,Associate/Mid-Level,0-7,Permanent,-
1430,Augsburg,Other,Entry level,15-21,Permanent,-
1431,Würzburg,Other,Associate/Mid-Level,0-7,Permanent,-
1435,Frankfurt am Main,Other,Entry level,29+,Permanent,-
1436,Augsburg,Other,Entry level,22-28,Permanent,-
1437,Augsburg,Other,Entry level,0-7,Permanent,-
1438,Augsburg,Other,Entry level,0-7,Permanent,-
1439,München,Other,Entry level,22-28,Permanent,-
1440,Augsburg,Other,Entry level,29+,Permanent,-
1441,Augsburg,Other,Entry level,15-21,Permanent,-
1442,Augsburg,Other,Entry level,15-21,Permanent,-
1443,Augsburg,Other,Entry level,0-7,Permanent,-
1444,Biberach an der Riß,Other,Associate/Mid-Level,15-21,Permanent,-
1445,Rosenheim,Data Engineer,Associate/Mid-Level,15-21,Permanent,-
1447,Luxembourg,Machine Learning Engineer,Associate/Mid-Level,0-7,Permanent,-
1448,Deutschland,Other,Associate/Mid-Level,0-7,Permanent,-
1449,Gütersloh,AI/ML Specialist,Senior,0-7,Permanent,-
1451,Hamburg,Other,Associate/Mid-Level,0-7,Permanent,-
1452,Kassel,Other,Associate/Mid-Level,0-7,Permanent,-
1455,Leimen,Research Scientist,Associate/Mid-Level,22-28,Permanent,-
1457,Stuttgart,Other,Associate/Mid-Level,0-7,Permanent,-
1458,Lüneburg,Other,Associate/Mid-Level,0-7,Permanent,-
1459,Oldenburg,Business Intelligence (BI),Associate/Mid-Level,0-7,Permanent,-
1460,Stuttgart,Data Consultant,Associate/Mid-Level,0-7,Permanent,-
1461,Berlin,Data Analyst,Associate/Mid-Level,0-7,Permanent,-
1462,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,Permanent,-
1463,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,Permanent,-
1464,Münster,Other,Associate/Mid-Level,0-7,Permanent,-
1465,Hannover,Other,Associate/Mid-Level,0-7,Permanent,-
1466,Frankfurt am Main,Business Intelligence (BI),Associate/Mid-Level,0-7,Permanent,-
1467,Berlin,Data Consultant,Associate/Mid-Level,0-7,Permanent,-
1468,Köln,Data Analyst,Associate/Mid-Level,0-7,Permanent,-
1469,München,Data Consultant,Associate/Mid-Level,0-7,Permanent,-
1470,Bad Ems,Data Consultant,Associate/Mid-Level,0-7,Permanent,-
1472,Frankfurt am Main,Other,Associate/Mid-Level,0-7,Permanent,-
1474,Karlsruhe,Other,Associate/Mid-Level,0-7,Permanent,-
1475,Frankfurt am Main,Other,Entry level,0-7,Permanent,-
1476,Köln,Other,Associate/Mid-Level,0-7,Permanent,-
1477,Sindelfingen,Other,Associate/Mid-Level,0-7,Permanent,-
1478,Hamburg,Other,Associate/Mid-Level,0-7,Permanent,-
1479,Innsbruck,Other,Associate/Mid-Level,0-7,Permanent,-
1480,Stuttgart,Data Consultant,Associate/Mid-Level,0-7,Permanent,-
1481,Mannheim,Data Consultant,Associate/Mid-Level,0-7,Permanent,-
1483,Stuttgart,Data Consultant,Entry level,0-7,Permanent,-
1484,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,Permanent,-
1485,Bensheim,Other,Associate/Mid-Level,8-14,Permanent,-
1486,Deutschland,Other,Associate/Mid-Level,0-7,Permanent,-
1487,Burghausen,Other,Associate/Mid-Level,8-14,Permanent,-
1488,Frankfurt am Main,Other,Associate/Mid-Level,0-7,Permanent,-
1489,Solingen,Other,Associate/Mid-Level,8-14,Permanent,-
1491,Berlin,Other,Associate/Mid-Level,8-14,Permanent,-
1492,Offenbach,Other,Associate/Mid-Level,0-7,Permanent,-
1494,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,Permanent,-
1495,Osnabrück,Business Intelligence (BI),Associate/Mid-Level,8-14,Permanent,-
1496,Düsseldorf,Data Engineer,Entry level,0-7,Permanent,-
1497,Frankfurt am Main,Other,Associate/Mid-Level,8-14,Permanent,-
1498,Offenburg,Data Scientist,Associate/Mid-Level,8-14,Permanent,-
1499,Frankfurt am Main,Other,Associate/Mid-Level,8-14,Permanent,-
1500,Hannover,Data Analyst,Associate/Mid-Level,8-14,Permanent,-
1502,Frankfurt am Main,Other,Associate/Mid-Level,8-14,Permanent,-
1503,Frankfurt am Main,Other,Associate/Mid-Level,8-14,Permanent,-
1504,Bremen,Data Analyst,Senior,8-14,Permanent,-
1505,Hamburg,Other,Associate/Mid-Level,8-14,Permanent,-
1506,Stuttgart,Other,Associate/Mid-Level,8-14,Permanent,-
1507,Frankfurt am Main,Other,Associate/Mid-Level,8-14,Permanent,-
1508,Essen,Other,Associate/Mid-Level,8-14,Permanent,-
1509,Bremen,Other,Associate/Mid-Level,8-14,Permanent,-
1510,Hamburg,Other,Associate/Mid-Level,0-7,Permanent,-
1511,Langenhagen,Other,Associate/Mid-Level,8-14,Permanent,-
1512,Berlin,Business Intelligence (BI),Associate/Mid-Level,8-14,Permanent,-
1513,Deutschland,Data Consultant,Associate/Mid-Level,8-14,Permanent,-
1514,Berlin,Data Consultant,Associate/Mid-Level,8-14,Permanent,-
1515,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,8-14,Permanent,-
1516,Berlin,Other,Associate/Mid-Level,8-14,Permanent,-
1517,Stuttgart,Other,Associate/Mid-Level,8-14,Permanent,-
1518,Deutschland,Other,Associate/Mid-Level,8-14,Permanent,-
1519,Berlin,Data Engineer,Senior,8-14,Permanent,-
1520,Berlin,Data Engineer,Associate/Mid-Level,15-21,Permanent,-
1521,Berlin,Data Analyst,Associate/Mid-Level,8-14,Permanent,-
1522,Bremen,Other,Associate/Mid-Level,8-14,Permanent,-
1523,Berlin,Machine Learning Engineer,Associate/Mid-Level,15-21,Permanent,-
1524,Schwabmünchen,AI/ML Specialist,Associate/Mid-Level,15-21,Permanent,-
1525,Kornwestheim,Data Analyst,Associate/Mid-Level,8-14,Permanent,-
1526,Gladbeck,Other,Associate/Mid-Level,15-21,Permanent,-
1527,Köln,Data Analyst,Associate/Mid-Level,8-14,Permanent,-
1528,Kiel,Data Analyst,Entry level,8-14,Permanent,-
1529,Berlin,Data Consultant,Associate/Mid-Level,15-21,Permanent,-
1530,Wiesbaden,Other,Entry level,8-14,Permanent,SPSS
1531,Berlin,Data Analyst,Associate/Mid-Level,15-21,Permanent,-
1532,Fischach,Data Consultant,Associate/Mid-Level,15-21,Permanent,-
1533,Heidenheim,Other,Associate/Mid-Level,8-14,Permanent,-
1534,Deutschland,Other,Associate/Mid-Level,8-14,Permanent,-
1535,Innsbruck,Other,Associate/Mid-Level,8-14,Permanent,-
1536,Frankfurt am Main,Other,Associate/Mid-Level,15-21,Permanent,-
1537,Bremen,Other,Associate/Mid-Level,8-14,Permanent,-
1538,Mannheim,Other,Associate/Mid-Level,15-21,Permanent,-
1540,Köln,Data Consultant,Associate/Mid-Level,15-21,Permanent,-
1541,Weeze,Business Intelligence (BI),Associate/Mid-Level,15-21,Permanent,-
1542,Braunschweig,Business Intelligence (BI),Associate/Mid-Level,15-21,Permanent,-
1543,Hamburg,Other,Associate/Mid-Level,22-28,Permanent,-
1544,Berlin,Other,Associate/Mid-Level,22-28,Permanent,-
1545,Karlsruhe,Data Engineer,Entry level,15-21,Permanent,-
1546,Bremen,Business Intelligence (BI),Associate/Mid-Level,15-21,Permanent,-
1547,Wiesbaden,Other,Associate/Mid-Level,22-28,Permanent,-
1548,Berlin,Data Consultant,Associate/Mid-Level,22-28,Permanent,-
1549,Oldenburg,Business Intelligence (BI),Associate/Mid-Level,15-21,Permanent,-
1550,Berlin,Data Consultant,Associate/Mid-Level,22-28,Permanent,-
1551,Berlin,AI/ML Specialist,Associate/Mid-Level,22-28,Permanent,-
1552,Hoisdorf,Data Consultant,Senior,22-28,Permanent,-
1553,Nürnberg,Other,Associate/Mid-Level,15-21,Permanent,-
1554,München,Other,Senior,22-28,Permanent,-
1555,Berlin,Machine Learning Engineer,Senior,0-7,Permanent,-
1556,Monheim am Rhein,Other,Senior,0-7,Permanent,-
1557,München,Data Engineer,Senior,0-7,Permanent,-
1558,Berlin,Data Engineer,Senior,0-7,Permanent,-
1560,Bielefeld,Data Analyst,Senior,0-7,Permanent,-
1561,Rheda-Wiedenbrück,Other,Senior,8-14,Permanent,-
1562,Deutschland,Other,Associate/Mid-Level,0-7,Permanent,-
1563,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,Permanent,-
1564,Unterschleißheim,Data Engineer,Senior,0-7,Permanent,-
1565,Traunreut,Business Intelligence (BI),Senior,0-7,Permanent,-
1566,Bargteheide,Business Intelligence (BI),Senior,8-14,Permanent,-
1567,Berlin,Machine Learning Engineer,Senior,8-14,Permanent,-
1568,Düsseldorf,Data Engineer,Senior,8-14,Permanent,-
1569,München,Data Engineer,Senior,8-14,Permanent,-
1570,Münster,Data Engineer,Senior,8-14,Permanent,-
1571,Bremen,Other,Associate/Mid-Level,8-14,Permanent,-
1572,Deutschland,Data Consultant,Senior,15-21,Permanent,-
1573,Wiesbaden,Other,Senior,8-14,Permanent,SPSS
1574,Hamburg,Data Engineer,Senior,15-21,Permanent,-
1575,Berlin,Data Engineer,Senior,8-14,Permanent,-
1576,Berlin,Data Consultant,Senior,15-21,Permanent,-
1577,Berlin,Data Consultant,Senior,15-21,Permanent,-
1578,Augsburg,Data Consultant,Senior,15-21,Permanent,-
1579,Aachen,Data Consultant,Senior,15-21,Permanent,-
1580,Berlin,Data Engineer,Senior,22-28,Permanent,-
1583,Stuttgart,Other,Associate/Mid-Level,0-7,Permanent,-
1584,Bochum,Other,Associate/Mid-Level,8-14,Permanent,-
1585,Jena,Other,Associate/Mid-Level,15-21,Permanent,-
1586,Köln,Machine Learning Engineer,Associate/Mid-Level,0-7,Permanent,-
1588,Duisburg,Machine Learning Engineer,Associate/Mid-Level,0-7,Permanent,-
1589,Westerstede,Other,Associate/Mid-Level,0-7,Permanent,-
1591,Berlin,AI/ML Specialist,Associate/Mid-Level,0-7,Permanent,-
1592,Taufkirchen,Machine Learning Engineer,Associate/Mid-Level,0-7,Permanent,-
1593,München,Data Consultant,Associate/Mid-Level,0-7,Permanent,-
1595,Bielefeld,Data Consultant,Senior,0-7,Permanent,-
1598,Berlin,Data Analyst,Associate/Mid-Level,0-7,Permanent,-
1599,Berlin,AI/ML Specialist,Associate/Mid-Level,8-14,Permanent,-
1600,Bonn,Business Intelligence (BI),Associate/Mid-Level,8-14,Permanent,-
1601,Nürnberg,Data Consultant,Senior,8-14,Permanent,-
1602,Mainz,Data Engineer,Senior,8-14,Permanent,-
1603,Berlin,Research Scientist,Associate/Mid-Level,8-14,Permanent,-
1604,Mannheim,Other,Associate/Mid-Level,8-14,Permanent,-
1605,Berlin,Other,Associate/Mid-Level,8-14,Permanent,-
1606,Hannover,Other,Associate/Mid-Level,8-14,Permanent,-
1607,Leipzig,Data Consultant,Associate/Mid-Level,15-21,Permanent,-
1608,Köln,Data Engineer,Associate/Mid-Level,15-21,Permanent,-
1609,Ilmenau,Other,Associate/Mid-Level,15-21,Permanent,-
1610,Seligenstadt,Other,Associate/Mid-Level,15-21,Permanent,-
1613,Berlin,Other,Associate/Mid-Level,0-7,Permanent,-
1614,Berlin,Data Engineer,Senior,0-7,Permanent,-
1616,München,Machine Learning Engineer,Senior,8-14,Permanent,-
1617,München,Data Engineer,Senior,8-14,Permanent,-
1618,Großenlüder,Data Engineer,Senior,8-14,Permanent,-
1619,Münchberg,Data Engineer,Senior,8-14,Permanent,-
1620,München,Machine Learning Engineer,Senior,8-14,Permanent,-
1621,München,Other,Associate/Mid-Level,0-7,Permanent,-
1622,Dresden,Other,Associate/Mid-Level,8-14,Permanent,-
1623,München,Other,Senior,8-14,Permanent,-
1624,München,Other,Senior,0-7,Permanent,-
59,Hamburg,Research Scientist,Associate/Mid-Level,15-21,-,SPSS
957,Bochum,Data Scientist,Senior,0-7,Permanent,-
1596,Köln,Data Consultant,Associate/Mid-Level,8-14,Permanent,-
1611,Luxembourg,Other,Director,0-7,Permanent,-
115,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,Stata
172,Berlin,Other,Entry level,29+,Fixed-term,-
288,Berlin,Other,Associate/Mid-Level,0-7,-,Stata
537,Nürnberg,Data Analyst,Entry level,0-7,Fixed-term,-
565,Fellbach,Data Analyst,Associate/Mid-Level,22-28,-,Stata
642,Mannheim,Other,Associate/Mid-Level,15-21,Fixed-term,-
761,Hamburg,Other,Entry level,22-28,Fixed-term,-
865,Karlsruhe,Data Scientist,Associate/Mid-Level,N/A,Fixed-term,-
877,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,Stata
884,Kiel,Data Scientist,Associate/Mid-Level,N/A,Fixed-term,-
941,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,Stata
1013,Frankfurt am Main,Data Scientist,Entry level,N/A,Fixed-term,-
1046,Hamburg,Other,Postdoc,0-7,Fixed-term,-
1276,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,Fixed-term,-
1278,Karlsruhe,Data Scientist,Associate/Mid-Level,0-7,Fixed-term,-
1349,Mannheim,Other,Associate/Mid-Level,0-7,Fixed-term,-
1362,Hannover,Other,Associate/Mid-Level,8-14,Fixed-term,-
1423,Jena,Other,Associate/Mid-Level,8-14,Fixed-term,-
1450,Mülheim an der Ruhr,Other,Associate/Mid-Level,0-7,Fixed-term,-
1453,Schweinfurt,Other,Associate/Mid-Level,0-7,Fixed-term,-
1471,Essen,Other,Associate/Mid-Level,0-7,Fixed-term,-
1490,München,Other,Associate/Mid-Level,8-14,Fixed-term,-
1501,Tübingen,Other,Associate/Mid-Level,8-14,Fixed-term,-
1581,Garching,Other,Associate/Mid-Level,8-14,Fixed-term,-
1590,Hamburg,Research Scientist,Associate/Mid-Level,8-14,Fixed-term,-
43,Berlin,Data Scientist,Associate/Mid-Level,8-14,Homeoffice,-
88,Essen,Data Scientist,Associate/Mid-Level,8-14,Homeoffice,-
123,Ottobrunn,Data Scientist,Entry level,29+,-,JavaScript
154,Fellbach,Data Scientist,Associate/Mid-Level,8-14,Homeoffice,-
174,Berlin,Data Analyst,Associate/Mid-Level,29+,-,JavaScript
194,Dortmund,AI/ML Specialist,Associate/Mid-Level,8-14,-,JavaScript
228,Deutschland,Research Scientist,Director,8-14,-,JavaScript
248,München,Data Scientist,Entry level,0-7,-,JavaScript
302,Berlin,AI Engineer,Senior,29+,-,JavaScript
317,Düsseldorf,Data Scientist,Associate/Mid-Level,15-21,Homeoffice,-
345,Berlin,Data Engineer,Entry level,8-14,-,JavaScript
369,Nürnberg,Data Scientist,Associate/Mid-Level,22-28,Homeoffice,-
401,Clausthal-Zellerfeld,Research Scientist,Associate/Mid-Level,8-14,-,JavaScript
416,Köln,Machine Learning Engineer,Associate/Mid-Level,15-21,Homeoffice,-
425,Dortmund,Data Analyst,Associate/Mid-Level,15-21,Homeoffice,-
442,Hamburg,AI Engineer,Senior,8-14,-,JavaScript
449,Potsdam,Data Engineer,Senior,0-7,Homeoffice,-
456,Deutschland,Other,Associate/Mid-Level,29+,-,JavaScript
460,Mülheim an der Ruhr,Data Scientist,Associate/Mid-Level,8-14,Homeoffice,-
464,Stuttgart,Data Analyst,Associate/Mid-Level,29+,-,JavaScript
466,Hamburg,Data Scientist,Senior,29+,-,JavaScript
555,Bremen,Other,Associate/Mid-Level,15-21,-,JavaScript
605,Stuttgart,Data Scientist,Entry level,22-28,Homeoffice,-
606,Hamburg,Data Scientist,Associate/Mid-Level,15-21,Homeoffice,-
613,München,Other,Entry level,15-21,-,JavaScript
633,Gerlingen,Business Intelligence (BI),Entry level,0-7,-,JavaScript
657,Deutschland,Other,Associate/Mid-Level,29+,-,JavaScript
662,Hamburg,Data Analyst,Associate/Mid-Level,0-7,-,JavaScript
663,Gerlingen,Business Intelligence (BI),Entry level,0-7,-,JavaScript
669,Berlin,Other,Associate/Mid-Level,29+,-,JavaScript
683,Sankt Augustin,Data Scientist,Associate/Mid-Level,0-7,-,JavaScript
697,Ebermannstadt,Research Scientist,Associate/Mid-Level,0-7,-,JavaScript
744,Hamburg,Data Engineer,Associate/Mid-Level,29+,-,JavaScript
760,Würzburg,AI Engineer,Associate/Mid-Level,29+,-,JavaScript
765,München,AI/ML Specialist,Associate/Mid-Level,8-14,-,JavaScript
772,München,Data Scientist,Associate/Mid-Level,0-7,-,JavaScript
775,München,Other,Entry level,15-21,-,JavaScript
810,Hamburg,Data Scientist,Associate/Mid-Level,0-7,Homeoffice,-
819,Hamburg,Data Scientist,Associate/Mid-Level,0-7,Homeoffice,-
848,Damme,Data Scientist,Associate/Mid-Level,0-7,Homeoffice,-
858,Siegburg,Data Scientist,Senior,15-21,Homeoffice,-
871,Rosenberg,Data Scientist,Associate/Mid-Level,0-7,Homeoffice,-
877,Berlin,Data Analyst,Associate/Mid-Level,0-7,Homeoffice,-
878,München,Data Scientist,Entry level,0-7,Homeoffice,-
887,Gütersloh,Data Scientist,Senior,8-14,Homeoffice,-
897,Jena,Data Scientist,Associate/Mid-Level,N/A,-,JavaScript
903,Gütersloh,Data Scientist,Senior,8-14,Homeoffice,-
905,Stuttgart,Data Scientist,Senior,0-7,Homeoffice,-
913,Düsseldorf,Data Scientist,Senior,15-21,Homeoffice,-
923,Duisburg,Data Scientist,Senior,0-7,-,JavaScript
938,Köln,Data Scientist,Associate/Mid-Level,N/A,-,JavaScript
942,Berlin,Data Scientist,Associate/Mid-Level,15-21,Homeoffice,-
945,München,Data Analyst,Associate/Mid-Level,N/A,-,JavaScript
950,Bremen,Data Scientist,Senior,8-14,Homeoffice,-
990,Dortmund,Other,Postdoc,8-14,Homeoffice,-
1033,Eschborn,Data Scientist,Associate/Mid-Level,N/A,-,JavaScript
1046,Hamburg,Other,Postdoc,0-7,Homeoffice,-
1053,Bad Nauheim,Other,Associate/Mid-Level,0-7,Homeoffice,-
1065,Karlsruhe,Other,Entry level,N/A,-,JavaScript
1094,Sankt Augustin,Data Scientist,Associate/Mid-Level,N/A,-,JavaScript
1111,Dortmund,Data Scientist,Associate/Mid-Level,8-14,Homeoffice,-
1126,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,JavaScript
1145,Berlin,Data Scientist,Associate/Mid-Level,22-28,Homeoffice,-
1174,Heidelberg,Data Engineer,Entry level,0-7,Homeoffice,-
1181,Ludwigshafen,Research Scientist,Director,15-21,Homeoffice,-
1193,München,Data Scientist,Entry level,N/A,-,JavaScript
1225,Eschborn,Data Scientist,Senior,22-28,Homeoffice,-
1276,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,Homeoffice,-
1280,Krefeld,Data Scientist,Associate/Mid-Level,0-7,Homeoffice,-
1285,München,Data Scientist,Associate/Mid-Level,0-7,Homeoffice,-
1291,Düsseldorf,Data Scientist,Associate/Mid-Level,8-14,Homeoffice,-
1296,Unterföhring,Data Scientist,Entry level,0-7,Homeoffice,-
1297,Koblenz,Data Scientist,Entry level,0-7,Homeoffice,-
1299,Berlin,Data Scientist,Associate/Mid-Level,8-14,Homeoffice,-
1306,Berlin,Data Scientist,Associate/Mid-Level,8-14,Homeoffice,-
1307,München,Data Scientist,Entry level,0-7,Homeoffice,-
1308,Hannover,Data Scientist,Entry level,0-7,Homeoffice,-
1310,Stuttgart,Data Scientist,Senior,0-7,Homeoffice,-
1311,Berlin,Data Scientist,Senior,0-7,Homeoffice,-
1312,Berlin,Data Scientist,Associate/Mid-Level,22-28,Homeoffice,-
1313,Berlin,Data Scientist,Senior,0-7,Homeoffice,-
1315,Hamburg,Data Consultant,Associate/Mid-Level,0-7,Homeoffice,-
1316,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,-,JavaScript
1317,Stuttgart,Data Scientist,Senior,0-7,Homeoffice,-
1318,Bielefeld,Data Analyst,Senior,0-7,Homeoffice,-
